dataset_name	architecture	run	num_caps	cos_word0	cos_word1	cos_word2	cos_word3	cos_word4	cos_word5	cos_word6	cos_word7	cos_word8	cos_word9	cos_word10	cos_word11	cos_word12	cos_word13	cos_word14	cos_word15	cos_word16	cos_word17	cos_word18	cos_word19	cos_word20	euc_word0	euc_word1	euc_word2	euc_word3	euc_word4	euc_word5	euc_word6	euc_word7	euc_word8	euc_word9	euc_word10	euc_word11	euc_word12	euc_word13	euc_word14	euc_word15	euc_word16	euc_word17	euc_word18	euc_word19	euc_word20	meanerr_word0	meanerr_word1	meanerr_word2	meanerr_word3	meanerr_word4	meanerr_word5	meanerr_word6	meanerr_word7	meanerr_word8	meanerr_word9	meanerr_word10	meanerr_word11	meanerr_word12	meanerr_word13	meanerr_word14	meanerr_word15	meanerr_word16	meanerr_word17	meanerr_word18	meanerr_word19	meanerr_word20
mscoco	par	1	8	0.303414352238	0.463813025504	0.250278152525	0.253187231719	0.276438139379	0.258202247322	0.211064338684	0.229408062994	0.255764815956	0.265481799841	0.216607369483	0.196421392262	0.26533652842	0.264278721064	0.235987618566	0.252727881074	0.205742903054	0.166117921472	0.21580567956	0.246534965932	0.144581504166	4.51684987545	5.98851191998	5.15498101711	5.16004276276	5.29157316685	5.34432762861	5.06737816334	5.13180726767	5.38417297602	5.24569866061	5.05133271217	4.92662203312	5.18627151847	5.0376534164	5.03410640359	4.85213348269	4.65813338757	4.54689022899	4.76771786809	4.91597884893	4.3344937861	0.000776248	0.00106797	0.000922375	0.00092421	0.000956488	0.000966479	0.000910979	0.000915227	0.000974977	0.000949675	0.000907361	0.000870852	0.000939013	0.000914111	0.000917049	0.000897924	0.000848011	0.000821362	0.000864865	0.000904966	0.000777046
mscoco	merge	1	8	0.618043614551	0.564604990184	0.508138678968	0.515706498176	0.493373479694	0.506056368351	0.483374845237	0.517631389201	0.510743238032	0.523810632527	0.498850407079	0.480219371617	0.511862102896	0.527942281216	0.506832279265	0.53859853372	0.501321170479	0.494903918356	0.498781941831	0.508821377531	0.462555065751	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	8.11052411795	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953	0.0010953
mscoco	init	2	8	0.484405338764	0.518555536866	0.384032230824	0.337915901095	0.352872785181	0.293257027864	0.261780723929	0.289195749909	0.315280646086	0.317078910768	0.275407709181	0.245652608573	0.297069981694	0.31763741374	0.24699780345	0.265852514654	0.228825286031	0.185162864625	0.201414130628	0.23151499033	0.153057277203	7.78751915693	8.30434811115	7.7441008687	7.42065227032	7.46312135458	7.17916339636	7.02624458075	6.99635696411	7.2422735095	7.05474555492	6.93593496084	6.93321579695	6.96430003643	6.93686413765	6.5824136138	6.26902168989	6.24384045601	6.00363707542	5.79882395267	6.01575928926	5.55350631475	0.000512104	0.000549825	0.000508899	0.000483531	0.000488567	0.000464855	0.000456299	0.000451208	0.00047299	0.000460633	0.00044894	0.000445911	0.00045442	0.000454802	0.000425956	0.000404395	0.00040156	0.000380036	0.000366847	0.000385895	0.000348239
mscoco	pre	2	8	0.484860219061	0.506081152707	0.323653168976	0.30951308459	0.298601940274	0.265291288495	0.251659616828	0.270578198135	0.294894833118	0.281108610332	0.24649322778	0.215228039771	0.25044683367	0.234159320593	0.202347226441	0.205752447248	0.18103839457	0.154507622123	0.178696684539	0.188167251647	0.129573523998	4.72328752279	5.16521054506	4.85132402182	4.76980835199	4.76199182868	4.75513100624	4.66006627679	4.72248679399	4.79221588373	4.61722135544	4.60050356388	4.4765817523	4.42300397158	4.31840965152	4.1504483223	3.98785716295	3.93654769659	3.75722280145	3.73317232728	3.75244137645	3.62076920271	0.000289721	0.00032466	0.000309467	0.000308868	0.000307291	0.00030712	0.000301759	0.000309493	0.000312338	0.000303967	0.000301276	0.000294732	0.000290463	0.000282842	0.000275429	0.00026469	0.000260924	0.000249217	0.000247285	0.000248674	0.00024002
mscoco	par	2	8	0.31079082191	0.457136280835	0.245921261609	0.256190977991	0.272411093116	0.244702205062	0.201619952917	0.220407500863	0.243285119534	0.246946975589	0.209311239421	0.201505362988	0.241930179298	0.267250478268	0.241090536118	0.241862222552	0.208482265472	0.167948849499	0.20604557544	0.221854545176	0.153302147985	4.54738119245	5.98931986094	5.05632829666	5.06202450395	5.24759882689	5.08980643749	4.72762277722	4.91418975592	5.07788598537	4.98391842842	4.82619127631	4.96268719435	4.9079221487	5.05116137862	5.02337101102	5.03997904062	4.75619232655	4.47620046139	4.7207339406	4.80915850401	4.48438173532	0.000774728	0.00104982	0.000897279	0.000905059	0.000939408	0.000921583	0.000853554	0.000885373	0.00092173	0.000910047	0.000872308	0.000888419	0.000898344	0.000925834	0.000928321	0.000918392	0.000869689	0.000820123	0.000857198	0.000879931	0.000802029
mscoco	merge	2	8	0.612893275917	0.560456430539	0.499124582857	0.506246294826	0.487682186067	0.493740495294	0.482440944761	0.509327910841	0.502198770642	0.504616636783	0.483410421759	0.472058746964	0.504112970084	0.499510064721	0.489137928933	0.524996876717	0.498182263225	0.486268132925	0.50312653929	0.512384735048	0.469256166369	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	7.9396660924	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716	0.00108716
mscoco	init	3	8	0.469989109784	0.504524759948	0.371012419462	0.342521004379	0.346906721592	0.311193220317	0.268642492592	0.287251845002	0.314175128937	0.311539601535	0.257286675274	0.22136535123	0.26243301481	0.272834729403	0.228521555662	0.256748683751	0.20604801923	0.183475539088	0.211034439504	0.233477704227	0.14505147934	7.88174319267	8.30224007368	7.76863992214	7.52519387007	7.42875474691	7.35511523485	7.1285443306	7.10176670551	7.29131191969	6.82489842176	6.734811306	6.70855253935	6.65467333794	6.4670497179	6.35304331779	6.2475477457	6.03210043907	5.96430152655	5.88048940897	6.10577958822	5.49092411995	0.000526465	0.000551155	0.000512872	0.00048947	0.000481697	0.000478827	0.000460332	0.000456407	0.000474438	0.000439515	0.000434575	0.00042781	0.000426598	0.000416138	0.000405149	0.000396593	0.000383627	0.000378944	0.000369683	0.000393105	0.00034163
mscoco	pre	3	8	0.477595154196	0.498397499323	0.324008733034	0.309010967612	0.312776528299	0.268388822675	0.242742687464	0.260352537036	0.264968976378	0.287924103439	0.234160520136	0.198955789208	0.245035074651	0.265244308859	0.2181609869	0.222539313138	0.178518287838	0.160159036517	0.182700686157	0.196952842176	0.125791877508	4.58486422896	5.13269889355	4.7470394969	4.71470969915	4.72294938564	4.56777945161	4.45866897702	4.51517319679	4.61128234863	4.59114602208	4.39279001951	4.36365762353	4.34771049023	4.33593636751	4.21274712682	4.04682856798	4.00982874632	3.86687785387	3.83347254992	3.92016074061	3.76076281071	0.000276561	0.000319624	0.000300365	0.000301281	0.000304036	0.000294331	0.000289353	0.000294621	0.000302118	0.00029993	0.000287448	0.000284425	0.00028304	0.000283942	0.000275948	0.000264972	0.000264389	0.000255252	0.000252279	0.000257018	0.00024575
mscoco	par	3	8	0.338134884834	0.471139959991	0.254023343325	0.247892640531	0.271642580628	0.249963633716	0.217290252447	0.264461722225	0.266602218151	0.288081713021	0.248720746487	0.193846650422	0.250209242105	0.278482072055	0.233815521002	0.256619863212	0.209528431296	0.167306691408	0.204840496182	0.249564699829	0.152834884822	4.633877635	6.07583481073	5.16604661942	5.00796899199	5.21350312233	5.26072502136	5.01086634398	5.33184278011	5.45256644487	5.28644394875	5.14668542147	4.92273032665	5.12600314617	5.17742472887	5.12716168165	4.9769513011	4.73013791442	4.54203504324	4.71899959445	5.02350121737	4.51768454909	0.000799701	0.00107895	0.000915968	0.000883004	0.000927976	0.000943182	0.000898696	0.000966688	0.00100256	0.000967214	0.000938528	0.000882178	0.000929064	0.000945061	0.000939667	0.000917418	0.000857805	0.000823523	0.000839514	0.00090143	0.000809373
mscoco	merge	3	8	0.599071659148	0.553269749507	0.49470185861	0.50864033401	0.490932010114	0.485165115446	0.46267844364	0.504028458148	0.479903109372	0.510136425495	0.479386854917	0.466764647514	0.491892304271	0.508208613843	0.485896945	0.525038100779	0.489441558719	0.480036139488	0.49317920953	0.498210567981	0.458947494626	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	8.04471546412	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364	0.00109364
flickr30k	init	1	57	0.377803883532	0.389866144511	0.322241043835	0.285216295405	0.289286773456	0.28508850723	0.275197419158	0.265079707953	0.275484757465	0.277242633334	0.273839601299	0.249278644721	0.261974046105	0.249258358228	0.236492587809	0.247707492427	0.240063699714	0.214070242225	0.224308966545	0.256207121046	0.188520520403	10.3727453299	10.326555913	9.81396812305	9.58977001592	9.46451627162	9.50269137767	9.41367596911	9.32477038367	9.34519505083	9.40385990812	9.4138980832	9.15541459803	9.15971572776	8.92215373223	8.71791286636	8.71033450177	8.51961150922	8.33939500441	8.42835161142	8.85613344427	8.04384277578	0.000659185	0.000654917	0.000604616	0.000580258	0.000571669	0.000572812	0.000566162	0.000556321	0.000562827	0.000568284	0.000569135	0.000547968	0.000551797	0.000534663	0.000519055	0.000520405	0.000508014	0.000492962	0.000500011	0.000539696	0.000473435
flickr30k	pre	1	57	0.413473144958	0.416106076617	0.30502994437	0.271436695467	0.271650279823	0.267604651681	0.260882140252	0.252531229404	0.26323735348	0.258074835204	0.254479755435	0.238688032355	0.244170621822	0.226510189081	0.210593033255	0.235171377659	0.223376812642	0.198441087154	0.206498916212	0.22776183852	0.171310957064	5.76180495714	5.63799186338	5.52940175408	5.39407598345	5.33571111528	5.37866409201	5.36378648407	5.32936822322	5.36835718573	5.31444222049	5.33989973236	5.24323881718	5.17282620647	5.0423060802	4.90127973807	4.91212324511	4.86994980929	4.75112135787	4.71090340196	4.90067548919	4.66006788873	0.00036208	0.000359969	0.000352477	0.00034352	0.000341273	0.000344864	0.000346215	0.000344007	0.000347863	0.00034614	0.000348627	0.000341316	0.000336855	0.000327471	0.000317589	0.000319902	0.000317434	0.000308623	0.000306045	0.000321524	0.000304035
flickr30k	par	1	57	0.203697902069	0.275867754953	0.198784102473	0.184148220639	0.205390987689	0.20227113523	0.211504183317	0.206388720295	0.21360957518	0.218430162522	0.210921184013	0.206246568446	0.219971969462	0.216945347033	0.213067041154	0.227578953693	0.231653703932	0.20716563756	0.213768376593	0.240475093064	0.181288914722	4.21685924865	5.21936169842	4.99276559813	4.9505609002	5.11417766621	5.1660797596	5.23448204994	5.24154916144	5.26934964615	5.31163894921	5.29533467376	5.2717695278	5.34313630639	5.3352697774	5.33441430226	5.40655358214	5.41169337222	5.26438296887	5.35192521413	5.54116540624	5.09796971606	0.000734493	0.000945874	0.000889874	0.000877879	0.000915652	0.000925492	0.00094166	0.000942619	0.000952646	0.000963383	0.000960407	0.000956218	0.000971261	0.000969575	0.000965981	0.000982575	0.000990543	0.000955974	0.000971174	0.00101567	0.000922141
flickr30k	merge	1	57	0.53139192807	0.502689353207	0.471287508283	0.466997159155	0.468913797747	0.458322845007	0.463854257998	0.458409359581	0.468936429212	0.466311342361	0.46378965336	0.474443370836	0.475588596181	0.472613848092	0.47505004521	0.476775452756	0.481036454962	0.470622743431	0.469584394965	0.46462529218	0.464093572738	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	9.13802594469	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068	0.00125068
flickr30k	init	2	57	0.385534506618	0.391947512041	0.31700768544	0.283415630721	0.277776090199	0.274703959624	0.270081487664	0.267906315494	0.26915929558	0.26145194131	0.265614475075	0.246984942963	0.266345814655	0.249342570179	0.232291883544	0.251852197082	0.238415322806	0.208434397191	0.215518933639	0.247733156932	0.189421024239	10.3761437734	10.2681055236	9.73704538847	9.52113596598	9.25219050625	9.2338820424	9.20934319078	9.21291265153	9.13673526362	9.08134131683	9.16899415066	9.01413154602	9.11437575022	8.8555820532	8.60143996958	8.65512079105	8.46267491893	8.21436715544	8.32884513286	8.72431711565	7.97275642763	0.000663595	0.000653402	0.000598467	0.00057505	0.000553964	0.000552099	0.000551329	0.000550539	0.000546761	0.000543126	0.00054839	0.000536083	0.000547564	0.000527695	0.000507714	0.000514334	0.00050095	0.000479236	0.000487707	0.0005248	0.000461484
flickr30k	pre	2	57	0.432141373555	0.433720134852	0.323952784141	0.282414065118	0.278159723993	0.267233442319	0.261962275756	0.254786555181	0.255873583388	0.253607479104	0.243343782007	0.236930134004	0.240504960219	0.225170006877	0.215819500517	0.227566720624	0.215643095343	0.192639945892	0.201911551911	0.218369224615	0.166556969024	5.98094197323	5.86229185472	5.68849492491	5.49669296281	5.39060448764	5.38024919493	5.36219452139	5.32528607469	5.30423914341	5.230630883	5.22247965294	5.16651689797	5.11778738206	5.00652664168	4.90933988805	4.87621612716	4.81509450862	4.7156886678	4.66466605872	4.82887230421	4.58849219272	0.000382501	0.00037907	0.000366344	0.000354057	0.000347702	0.000347817	0.000347098	0.000345187	0.00034404	0.000339619	0.000340068	0.000336533	0.000332595	0.000325144	0.000318943	0.000318294	0.000314883	0.000307584	0.000304063	0.000316929	0.000299623
