dataset_name	architecture	run	num_caps	cos_word0	cos_word1	cos_word2	cos_word3	cos_word4	cos_word5	cos_word6	cos_word7	cos_word8	cos_word9	cos_word10	cos_word11	cos_word12	cos_word13	cos_word14	cos_word15	euc_word0	euc_word1	euc_word2	euc_word3	euc_word4	euc_word5	euc_word6	euc_word7	euc_word8	euc_word9	euc_word10	euc_word11	euc_word12	euc_word13	euc_word14	euc_word15	meanerr_word0	meanerr_word1	meanerr_word2	meanerr_word3	meanerr_word4	meanerr_word5	meanerr_word6	meanerr_word7	meanerr_word8	meanerr_word9	meanerr_word10	meanerr_word11	meanerr_word12	meanerr_word13	meanerr_word14	meanerr_word15
flickr30k	par	3	85	0.24893212669	0.330695534103	0.227270365112	0.203695861732	0.221631236637	0.225417381174	0.233275723107	0.23366429385	0.235418743246	0.241074442863	0.237873829814	0.215434017602	0.221342534177	0.235766216937	0.242888727258	0.194162541277	4.67945316259	5.69188368461	5.29593866573	5.19970976325	5.38647852224	5.45374151679	5.50533625098	5.56296112397	5.56955383806	5.57316368327	5.60597983529	5.49531566676	5.48926672655	5.56668560926	5.64328198713	5.33009002068	0.000806713	0.00102088	0.00093938	0.000922301	0.000962146	0.000979598	0.000991689	0.00100032	0.00100425	0.0010121	0.00101593	0.000989578	0.00099244	0.00101165	0.00102773	0.000959008
flickr30k	merge	3	85	0.559241158471	0.525560965959	0.490073799736	0.489164390634	0.489817977653	0.490906709783	0.496673145364	0.495344063114	0.493594127893	0.503577496024	0.496557740254	0.488793867125	0.491379882658	0.492476650547	0.492708728243	0.490275837744	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	9.59279199488	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877	0.00129877
flickr8k	init	1	54	0.270209769408	0.30354080156	0.325054319368	0.30505367672	0.303079138199	0.314586310475	0.313732691385	0.307000266181	0.312139736282	0.307213521666	0.304687006606	0.293797908006	0.284863063583	0.276387444249	0.288267814451	0.284591726683	13.5294025916	14.0708000395	13.6692609434	13.1111416817	12.7945774396	12.7689599108	12.5948614544	12.4502517559	12.3697464908	12.215465369	12.0568011602	11.8916461026	11.7185775262	11.5826977977	11.6642713547	11.4874323209	0.000842751	0.000880869	0.000847894	0.000787948	0.000760464	0.000759605	0.000743933	0.000729287	0.000728137	0.000718375	0.00070884	0.000695648	0.000680196	0.000668968	0.000681528	0.000672936
flickr8k	pre	1	54	0.455064220009	0.533503660173	0.447728297501	0.376604665209	0.36386029919	0.355302902283	0.366183036455	0.338445930017	0.334604434393	0.330427590344	0.314107408126	0.30943061301	0.289686203003	0.280774704284	0.304674161253	0.26394174386	7.57687675511	7.93424640761	7.78274474321	7.45590994093	7.33120609213	7.33149360727	7.27161042779	7.1767354718	7.15389823031	7.04998125853	6.91155628805	6.75430689035	6.60465592808	6.54917807932	6.63593027327	6.30567077354	0.000498412	0.000530155	0.00051844	0.000495679	0.000488174	0.000488762	0.000486068	0.000479027	0.000477876	0.000470556	0.00046223	0.000452431	0.000440842	0.000436475	0.000445415	0.000421265
flickr8k	par	1	54	0.210073623392	0.392170748777	0.348063933077	0.298048901337	0.299746776069	0.30733519351	0.340694234327	0.328371811244	0.324493038434	0.331675924637	0.326537697404	0.329208856931	0.31094396004	0.314794559722	0.352993333781	0.285256155663	4.97308108542	7.12968464251	7.25234474959	7.01611311347	7.08961477103	7.24759653763	7.45957271258	7.47596563233	7.46109167735	7.51557264505	7.4804124214	7.48214137113	7.35369785627	7.39585238916	7.67856709162	7.21380360038	0.000868695	0.00127251	0.00129751	0.00126013	0.00127506	0.0013166	0.00136273	0.00136279	0.00135683	0.00137176	0.00136694	0.00136583	0.00134204	0.00135476	0.00141497	0.00131056
flickr8k	merge	1	54	0.503267579057	0.474372699305	0.4634668518	0.447434213978	0.445649990881	0.447994518611	0.44746923557	0.438476053653	0.445990719177	0.449028530607	0.44550799606	0.449096958946	0.448811442212	0.447468023057	0.444905508448	0.448605869655	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	9.77267826928	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502	0.00131502
flickr8k	init	2	54	0.280619539596	0.301114864923	0.323501129945	0.303101195229	0.302816406444	0.312599849922	0.316158144562	0.306715725749	0.311398428899	0.303327280062	0.30578600698	0.291030970988	0.285988687365	0.282899002234	0.289463573032	0.280334452788	13.5225698506	13.8009943609	13.5126474698	12.9689455915	12.6925879408	12.6207846536	12.5354592535	12.3990492291	12.2759278792	12.1181477441	12.0067061848	11.827879941	11.7216678725	11.637460426	11.6873277558	11.45303622	0.000847106	0.000862165	0.000837418	0.000778616	0.00075533	0.00075152	0.000744852	0.000728317	0.00072516	0.000713507	0.000709324	0.00069204	0.000683848	0.000678312	0.000684693	0.000671242
flickr8k	pre	2	54	0.453103865738	0.543742255204	0.454739299637	0.388751576344	0.384916917041	0.372872288028	0.381501100681	0.356509013308	0.349020494355	0.344749330371	0.335116970318	0.325857621652	0.305700984818	0.300470566308	0.322612388266	0.279121726751	7.73061939522	8.16822384022	7.9604835422	7.62943389681	7.57873190774	7.53487567548	7.46773265026	7.3893974004	7.31397303828	7.22094438694	7.12448038878	6.98274162081	6.82738698853	6.77482695933	6.89016896707	6.56132692761	0.000508571	0.000546223	0.000532367	0.000508023	0.000505722	0.000504479	0.000501543	0.00049526	0.000491759	0.000485252	0.000478767	0.000468814	0.00045841	0.000455716	0.0004657	0.000441882
flickr8k	par	2	54	0.209573130917	0.394316011005	0.349122621395	0.296899578086	0.300171225159	0.309019985022	0.334156540809	0.318359936829	0.314002857164	0.32607732934	0.335773303001	0.324745189812	0.310561303739	0.316486397827	0.340356024879	0.294319789719	4.88176065021	7.18461689243	7.25269904843	6.9605437473	7.09323636691	7.24032996319	7.39564802912	7.36904357981	7.35229999931	7.47237443041	7.54933930326	7.43741539673	7.37394973084	7.49248604421	7.63120927634	7.27778160131	0.000844604	0.00127242	0.0012955	0.0012498	0.00127344	0.00130883	0.00134579	0.00133075	0.00133031	0.00135913	0.001377	0.00135536	0.00133745	0.00136708	0.00140307	0.00132387
flickr8k	merge	2	54	0.491609624139	0.466924770011	0.454312826196	0.437891769188	0.433365616533	0.438843574789	0.444739740204	0.433895321356	0.438145812463	0.44114933632	0.439926148013	0.441333312127	0.440524354577	0.440106681652	0.439573381786	0.439130716302	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	9.6439518487	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051	0.00129051
flickr8k	init	3	54	0.280061658886	0.312880246176	0.317755243844	0.300280381132	0.30343427647	0.312756875047	0.312818371035	0.302021133679	0.314036198236	0.305990314042	0.302517352281	0.286399814818	0.280162403981	0.279092553589	0.289046246696	0.270800325606	13.4312694514	13.9004396686	13.542042591	12.9927943371	12.7484428794	12.6810645881	12.5162281813	12.3421094153	12.3371812679	12.2123051043	12.0675514009	11.8536661466	11.723252526	11.6605032991	11.7027695974	11.4127366278	0.000824046	0.000861541	0.000827192	0.000771722	0.000752757	0.000750152	0.000737937	0.000719048	0.000726078	0.000714145	0.000706511	0.000686169	0.000675568	0.000672291	0.000683374	0.000659632
flickr8k	pre	3	54	0.48869396691	0.565875771145	0.482381862071	0.408400894315	0.391902117817	0.38203390053	0.395002614017	0.368316921371	0.359157181448	0.360638423098	0.348792741144	0.332955571236	0.319325034817	0.31162968885	0.335528694921	0.288978481734	7.87341794261	8.26228396981	8.17485110848	7.83724360996	7.71072816849	7.72480265299	7.74611360055	7.69096455751	7.622032245	7.57578371189	7.48688047904	7.28058580116	7.18631356734	7.14417529106	7.22465957536	6.85718937273	0.000520701	0.000552534	0.000548038	0.00052356	0.000514197	0.000517781	0.000520917	0.000515337	0.000511644	0.000508014	0.000503031	0.000489007	0.000481642	0.000478963	0.000485796	0.000459546
flickr8k	par	3	54	0.202407405332	0.407323795888	0.357474004781	0.305765494704	0.312305486865	0.318854551624	0.34345243816	0.328311307011	0.328712007514	0.34454254199	0.339969800578	0.335849944088	0.322515617366	0.32727585181	0.357418549833	0.292734906077	4.72597466133	7.18287969519	7.22899970302	6.97546504162	7.08395078447	7.22659038614	7.36989947602	7.32707927845	7.43151094295	7.55279269925	7.48015540617	7.45681884554	7.40698095604	7.46367189619	7.657142127	7.18644500662	0.000823987	0.00127489	0.00128888	0.00124769	0.00127944	0.00131102	0.00134398	0.00133354	0.00135521	0.00138684	0.00137517	0.00137025	0.00134868	0.00137135	0.00142106	0.00131456
flickr8k	merge	3	54	0.513802557632	0.480905450053	0.465898123604	0.449305019997	0.447350089749	0.455003353181	0.458578078835	0.452774613544	0.458248774763	0.462531975574	0.457552295592	0.459857145393	0.456243465896	0.460902010953	0.4564326836	0.456857285014	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	9.97298480846	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337	0.00134337
